Unnamed: 0,name,artists,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,nlp_lyrics,nlp_annotations,valence+nlp,mood
173,Losing It,['FISHER'],0.00181,0.76,248036,0.964,0.703,2,0.0975,-5.844,1,0.0577,125.003,4,0.643,-0.9451,-0.9451,0.6241,Energised
174,Vibe (If I Back It Up) - Majestic Remix,"['Cookiee Kawaii', 'Majestic']",0.000667,0.688,248280,0.988,0.00904,9,0.0407,-5.907,0,0.0404,124.993,4,0.926,,,0.926,Energised
175,Hey Baby (feat. Gia Koka),"['Imanbek', 'Afrojack', 'Gia Koka']",0.189,0.754,177546,0.877,0.0,0,0.265,-4.544,1,0.176,122.001,4,0.649,-0.9782,-0.9782,0.6294,Energised
176,Nights Like This - PBH & Jack Remix,"['Loud Luxury', 'CID', 'PBH & JACK']",0.0284,0.673,173333,0.839,0.00272,3,0.192,-4.242,1,0.0433,126.014,4,0.653,0.9933,0.9933,0.6729,Energised
177,Pump It Up,['Endor'],0.203,0.899,150635,0.894,9.95e-05,1,0.0606,-7.255,1,0.222,129.047,4,0.654,0.0,0.0,0.654,Energised
178,Everyday,['Guvna B'],0.246,0.831,203639,0.818,0.000575,5,0.126,-6.484,0,0.252,135.067,4,0.612,0.9876,0.9876,0.6318,Energised
179,Big (feat. Gunna),"['Rita Ora', 'David Guetta', 'Imanbek', 'Gunna']",0.0659,0.779,156781,0.845,1.16e-06,7,0.0641,-3.446,1,0.0356,111.995,4,0.615,0.9923,0.9923,0.6348,Energised
180,303 State,"['Ramon Tapia', 'Kai Tracid']",0.00774,0.727,453068,0.932,0.83,0,0.0824,-5.247,1,0.098,132.991,4,0.157,,,0.157,Energised
181,Save Me Now,"['Cat Dealers', 'Guz Zanotto', 'Moore']",0.0226,0.678,142000,0.877,0.00943,2,0.193,-7.007,0,0.0496,124.995,4,0.119,0.9926,0.9926,0.1389,Energised
182,Silver Lining,['Andrew Rayel'],0.0451,0.633,177746,0.844,0.0,5,0.097,-3.815,0,0.0461,125.032,4,0.637,0.9612,0.9612,0.6562,Energised
183,Fake Fake Fake,['BROHUG'],0.00226,0.75,187894,0.9,0.0148,5,0.0558,-3.604,1,0.065,124.98,4,0.56,-0.9933,-0.9933,0.5401,Energised
184,The End,['Zero 9:36'],0.00401,0.562,168889,0.971,0.0,1,0.361,-4.239,1,0.0892,108.047,4,0.598,-0.8484,-0.8484,0.581,Energised
185,PA' ROMPERLA,"['Bad Bunny', 'Don Omar']",0.016,0.772,194200,0.83,0.0,7,0.0843,-5.019,1,0.0599,94.011,4,0.697,-0.9892,-0.9892,0.6772,Energised
186,Save Me,"['Hollaphonic', 'Xriss']",0.0188,0.663,200350,0.833,0.00371,4,0.192,-6.77,1,0.0587,123.964,4,0.239,-0.628,-0.628,0.2264,Energised
187,Ma' G,['J Balvin'],0.0319,0.911,226387,0.669,0.0005,1,0.125,-6.701,1,0.13,136.989,4,0.673,-0.296,-0.296,0.6671,Energised
188,Pardon (feat. Lil Baby),"['T.I.', 'Lil Baby']",0.181,0.955,259958,0.587,0.0,10,0.585,-5.894,0,0.32,111.975,4,0.901,0.9123,0.9123,0.9192,Energised
189,WHVT,['BLVK JVCK'],0.0186,0.656,199200,0.97,0.000923,6,0.0411,-0.584,0,0.154,149.948,4,0.169,0.9988,0.9988,0.189,Energised
190,Emergency,"['Sofi Tukker', 'Novak', 'YAX.X']",0.0235,0.713,192761,0.84,0.305,2,0.115,-5.419,1,0.0372,124.986,4,0.867,-0.9901,-0.9901,0.8472,Energised
191,WIN,['Jay Rock'],0.0152,0.879,215227,0.595,0.0,1,0.391,-2.936,1,0.0889,125.994,4,0.355,0.9995,0.9995,0.375,Energised
192,Run It (feat. Bok Nero),"['Bear Grillz', 'Riot Ten', 'Bok Nero']",0.0223,0.648,147200,0.939,6.18e-05,1,0.163,-3.818,0,0.343,150.061,4,0.277,-0.9772,-0.9772,0.2575,Energised
193,Picture Us - NERVO Remix,"['Anabel Englund', 'NERVO']",0.0355,0.742,146347,0.873,0.00017,11,0.217,-5.792,0,0.058,123.016,4,0.557,0.8392,0.8392,0.5738,Energised
194,Trust Nobody - Valentino Khan Remix,"['DJ Snake', 'Valentino Khan']",0.00217,0.529,199742,0.981,0.0207,1,0.495,-1.293,1,0.134,155.073,4,0.447,0.9998,0.9998,0.467,Energised
195,Move Your Body,"['LP Giobbi', 'hermixalot']",0.0477,0.654,201290,0.973,0.049,2,0.328,-4.01,0,0.102,123.968,4,0.392,0.0,0.0,0.392,Energised
196,HUMBLE. - SKRILLEX REMIX,"['Skrillex', 'Kendrick Lamar']",0.00794,0.901,156800,0.934,7.68e-05,11,0.194,-2.345,1,0.273,150.037,4,0.868,-0.9952,-0.9952,0.8481,Energised
197,Fun,"['Kaskade', 'BROHUG', 'Mr. Tape', 'Madge']",0.0215,0.839,174705,0.922,0.00936,0,0.0548,-3.166,1,0.0568,122.986,4,0.328,0.9994,0.9994,0.348,Energised
198,Catch Me Now,"['So Dope', 'Gavin the HotRod']",0.0539,0.811,169600,0.775,0.000265,1,0.27,-4.758,1,0.312,150.074,4,0.777,0.8394,0.8394,0.7938,Energised
199,Wasted Love (feat. Lagique),"['Ofenbach', 'Lagique']",0.0821,0.734,139563,0.855,4.73e-06,6,0.0901,-4.578,0,0.135,121.955,4,0.54,0.9197,0.9197,0.5584,Energised
0,Waves of Blue,['Majid Jordan'],0.00743,0.652,208747,0.861,2.25e-05,6,0.337,-4.863,0,0.0565,99.983,4,0.333,0.9991,0.9991,0.353,Aroused
1,Damage,['H.E.R.'],0.113,0.646,223415,0.696,0.0,1,0.115,-6.505,1,0.065,81.336,4,0.18,-0.0373,-0.0373,0.1793,Aroused
2,Nobody But You,"['Sonder', 'Jorja Smith']",0.742,0.637,213214,0.299,0.0,7,0.359,-11.314,1,0.0366,83.872,4,0.364,0.9956,0.9956,0.3839,Aroused
3,Pretty,"['Col3trane', 'Mahalia']",0.86,0.599,166920,0.336,0.0623,5,0.111,-12.528,1,0.0572,177.908,3,0.427,0.9987,0.9987,0.447,Aroused
4,Situationship,['Nbdy'],0.358,0.565,176640,0.508,5.95e-06,10,0.113,-6.847,0,0.107,124.848,4,0.372,0.9911,0.9911,0.3918,Aroused
5,PEAKING,['Tay Iwar'],0.834,0.635,193235,0.284,0.023,5,0.119,-12.211,1,0.0683,140.058,4,0.363,0.9783,0.9783,0.3826,Aroused
6,Leave The Door Open,"['Bruno Mars', 'Anderson .Paak', 'Silk Sonic']",0.182,0.586,242096,0.616,0.0,5,0.0927,-7.964,1,0.0324,148.088,4,0.719,-0.184,-0.184,0.7153,Aroused
7,Julie.,['Gallant'],0.293,0.424,231733,0.647,0.0,2,0.209,-6.593,0,0.156,147.681,4,0.571,0.8144,0.8144,0.5873,Aroused
8,On The Way (feat. Mila J),"['Jhené Aiko', 'Mila J']",0.756,0.575,222600,0.443,0.0,7,0.109,-11.626,0,0.28,113.862,4,0.658,0.5508,0.5508,0.669,Aroused
9,City Girl,"['Ari PenSmith', 'Jonah Christian']",0.695,0.453,159365,0.495,0.000117,7,0.108,-10.541,0,0.0927,88.811,4,0.297,-0.9734,-0.9734,0.2775,Aroused
10,Moon,['Karl Benjamin'],0.766,0.657,216160,0.369,0.000674,0,0.103,-6.686,1,0.0502,74.991,4,0.603,0.8771,0.8771,0.6205,Aroused
11,Show U Off,['Brent Faiyaz'],0.643,0.583,251133,0.405,0.00391,0,0.108,-11.295,1,0.0534,84.997,4,0.549,0.9805,0.9805,0.5686,Aroused
12,Slippery (feat. DESTIN CONRAD),"['Phabo', 'DESTIN CONRAD']",0.122,0.714,160250,0.675,0.0,1,0.123,-5.767,0,0.0752,115.926,4,0.695,0.9824,0.9824,0.7146,Aroused
13,In My Corner,['ELHAE'],0.258,0.678,188235,0.47,0.0,1,0.175,-7.306,1,0.235,89.992,4,0.272,0.9974,0.9974,0.2919,Aroused
14,HMU,['Sevyn Streeter'],0.372,0.755,153772,0.704,7.65e-05,6,0.0804,-6.954,0,0.0488,81.988,4,0.553,-0.9552,-0.9552,0.5339,Aroused
15,Messed Up,"['Asiahn', 'Jordan Hawkins']",0.115,0.667,210051,0.479,0.0,1,0.108,-8.032,1,0.0658,112.051,4,0.459,0.9942,0.9942,0.4789,Aroused
16,Too Sweet (feat. Unknown Mortal Orchestra),"['India Shawn', 'Unknown Mortal Orchestra']",0.113,0.697,226506,0.668,5.46e-05,10,0.239,-6.274,0,0.0646,119.764,4,0.642,0.6433,0.6433,0.6549,Aroused
17,Tangerine,['Barii'],0.648,0.78,165605,0.452,3.16e-05,5,0.101,-11.252,0,0.237,92.983,4,0.336,0.9961,0.9961,0.3559,Aroused
18,Devotion,['Tone Stith'],0.027,0.593,249494,0.842,0.0,1,0.175,-3.196,1,0.0347,105.028,4,0.608,0.981,0.981,0.6276,Aroused
19,Real (feat. Boogie),"['BJRNCK', 'WESTSIDE BOOGIE']",0.132,0.37,219700,0.65,0.0,0,0.143,-6.032,1,0.108,91.55,1,0.256,0.9168,0.9168,0.2743,Aroused
20,Ecstasy,['Ayanis'],0.19,0.808,187362,0.504,7.33e-06,5,0.112,-10.238,0,0.271,95.033,4,0.581,0.9997,0.9997,0.601,Aroused
21,Intruded,"['Justine Skye', 'Timbaland']",0.498,0.633,186368,0.498,7.27e-06,9,0.173,-5.722,1,0.0418,107.223,4,0.371,0.996,0.996,0.3909,Aroused
22,Time (Remix) [feat. KIRBY],"['Sebastian Mikael', 'KIRBY']",0.478,0.475,213333,0.521,0.0,5,0.0823,-10.43,0,0.149,134.689,4,0.709,0.9909,0.9909,0.7288,Aroused
23,Last Time (feat. Snoh Aalegra),"['Giveon', 'Snoh Aalegra']",0.364,0.634,193850,0.427,1.32e-05,1,0.442,-8.599,0,0.047,81.503,3,0.396,0.9959,0.9959,0.4159,Aroused
24,Caught Up,['Dee Gatti'],0.644,0.663,132519,0.149,2.5e-05,4,0.0851,-14.239,0,0.0466,107.19,4,0.397,0.9746,0.9746,0.4165,Aroused
25,F.U.C.K.,['Victoria Monét'],0.709,0.761,205374,0.397,0.105,8,0.166,-9.48,0,0.0516,127.971,4,0.464,0.9995,0.9995,0.484,Aroused
26,Bad Habits,['Usher'],0.0934,0.62,257249,0.829,0.0,5,0.111,-4.433,1,0.101,152.279,4,0.636,0.9992,0.9992,0.656,Aroused
27,Peaches (feat. Daniel Caesar & Giveon),"['Justin Bieber', 'Daniel Caesar', 'Giveon']",0.321,0.677,198082,0.696,0.0,0,0.42,-6.181,1,0.119,90.03,4,0.464,0.9889,0.9889,0.4838,Aroused
28,You Love Me,['RAAHiiM'],0.0913,0.68,252133,0.389,0.000281,4,0.102,-9.656,0,0.0455,99.983,4,0.155,0.9993,0.9993,0.175,Aroused
29,Situations,['DaniLeigh'],0.478,0.663,225919,0.714,0.0,1,0.0968,-6.323,0,0.402,80.994,4,0.441,0.9989,0.9989,0.461,Aroused
30,GLA,['Trey Songz'],0.105,0.5,206305,0.412,4.03e-06,5,0.156,-8.558,0,0.0517,106.831,3,0.289,0.9885,0.9885,0.3088,Aroused
31,I’m Her (feat. Kiana Ledé),"['Queen Naija', 'Kiana Ledé']",0.137,0.688,198749,0.65,1.71e-06,6,0.119,-5.059,0,0.062,128.119,4,0.457,-0.9721,-0.9721,0.4376,Aroused
32,Good & Plenty - Remix,"['Lucky Daye', 'Masego', 'Alex Isley']",0.811,0.65,204706,0.582,0.00314,9,0.0812,-6.543,0,0.101,135.894,4,0.369,0.9959,0.9959,0.3889,Aroused
33,Come Over Again,['VanJess'],0.0568,0.793,194733,0.555,0.0228,10,0.344,-7.941,0,0.0359,137.981,4,0.516,0.8863,0.8863,0.5337,Aroused
34,All About You,"['Leon Bridges', 'Lucky Daye']",0.122,0.746,180095,0.454,1.52e-05,9,0.296,-8.79,1,0.0583,121.921,4,0.268,0.9943,0.9943,0.2879,Aroused
35,Inhale,['Bryson Tiller'],0.317,0.464,174091,0.714,0.00274,4,0.247,-8.23,0,0.411,77.524,4,0.456,0.9966,0.9966,0.4759,Aroused
36,Use Somebody,['dvsn'],0.162,0.619,270873,0.801,0.000143,3,0.106,-6.857,0,0.042,153.056,4,0.193,0.9277,0.9277,0.2116,Aroused
37,Dead Man Walking,['Brent Faiyaz'],0.279,0.505,247080,0.267,0.0,9,0.096,-13.763,0,0.05,143.929,4,0.439,-0.9812,-0.9812,0.4194,Aroused
38,Genius,['Eric Bellinger'],0.346,0.711,188798,0.535,0.0,5,0.0874,-6.235,1,0.215,149.938,4,0.49,0.9938,0.9938,0.5099,Aroused
39,Hooked,['Keke Palmer'],0.0279,0.723,158850,0.263,0.0,9,0.127,-10.138,1,0.075,112.946,4,0.107,0.9642,0.9642,0.1263,Aroused
40,Hype Beast,"['Eric Bellinger', 'Hitmaka']",0.0111,0.748,161311,0.603,0.0,7,0.206,-4.1,0,0.0461,121.998,4,0.45,0.9967,0.9967,0.4699,Aroused
41,Opia,['Savannah Ré'],0.541,0.373,231661,0.276,0.000197,10,0.229,-14.61,1,0.0485,61.428,4,0.137,-0.9953,-0.9953,0.1171,Aroused
42,Hit Different,"['SZA', 'The Neptunes', 'Pharrell Williams', 'Ty Dolla $ign']",0.199,0.679,202008,0.516,0.0,0,0.0965,-6.371,0,0.0452,120.074,4,0.716,0.993,0.993,0.7359,Aroused
43,Chocolate Pomegranate,['Ari Lennox'],0.177,0.535,247792,0.371,2.03e-05,10,0.116,-11.668,1,0.0474,176.061,4,0.208,0.997,0.997,0.2279,Aroused
44,Feel,['Kaleem Taylor'],0.803,0.616,248250,0.573,0.0,8,0.145,-6.313,0,0.107,119.725,4,0.442,0.9948,0.9948,0.4619,Aroused
45,You Got It,['Vedo'],0.143,0.762,203145,0.433,0.0,5,0.118,-8.937,1,0.187,122.074,4,0.394,0.979,0.979,0.4136,Aroused
46,Fool 4 U,['ROE'],0.462,0.657,196000,0.491,4.89e-06,10,0.511,-7.242,0,0.0428,119.961,4,0.256,-0.5882,-0.5882,0.2442,Aroused
47,At My Worst (feat. Kehlani),"['Pink Sweat$', 'Kehlani']",0.73,0.731,169128,0.484,3.01e-06,0,0.326,-5.579,1,0.0354,92.043,4,0.35,-0.9602,-0.9602,0.3308,Aroused
48,Only Fan. (with Jacquees),"['Kiana Ledé', 'Jacquees']",0.31,0.427,221266,0.52,0.0,1,0.0731,-8.714,1,0.0661,139.639,4,0.482,-0.8105,-0.8105,0.4658,Aroused
49,SURF (feat. Masego),"['Xavier Omär', 'Masego']",0.11,0.603,202107,0.569,0.000459,11,0.101,-7.472,0,0.346,166.051,4,0.305,0.9914,0.9914,0.3248,Aroused
50,Take Me Away (feat. EARTHGANG),"['Sinead Harnett', 'EARTHGANG']",0.22,0.664,172493,0.543,1.86e-06,1,0.2,-9.441,0,0.249,157.961,4,0.31,0.9123,0.9123,0.3282,Aroused
51,How Much Can A Heart Take (feat. Yebba),"['Lucky Daye', 'Yebba']",0.324,0.661,302240,0.693,0.0336,6,0.0959,-6.553,0,0.196,82.058,4,0.613,0.9923,0.9923,0.6328,Aroused
52,Exposure,['Shelley FKA DRAM'],0.395,0.548,224544,0.564,0.0,3,0.116,-5.534,1,0.0766,110.771,3,0.476,0.9993,0.9993,0.496,Aroused
53,Exit,['Sebastian Mikael'],0.545,0.479,196673,0.362,0.000201,4,0.524,-6.759,0,0.0596,158.281,3,0.48,0.9931,0.9931,0.4999,Aroused
54,Hot Ride,['Good Girl'],0.0961,0.768,195771,0.629,0.0,0,0.086,-5.64,0,0.0952,122.116,3,0.757,0.9839,0.9839,0.7767,Aroused
55,Boo Thang (feat. Devin Morrison),"['VanJess', 'Devin Morrison']",0.0771,0.833,196600,0.519,1.32e-05,7,0.222,-6.772,1,0.357,77.005,4,0.828,0.9906,0.9906,0.8478,Aroused
56,He Said (feat. Miguel),"['dvsn', 'Miguel']",0.0119,0.747,191998,0.64,1.29e-06,2,0.119,-4.776,0,0.0269,100.028,4,0.539,0.9801,0.9801,0.5586,Aroused
57,Time & Space,['Yo Trane'],0.303,0.511,199541,0.355,1.15e-06,7,0.105,-11.531,1,0.138,136.814,5,0.382,0.9866,0.9866,0.4017,Aroused
58,Could Be,['Brandy Haze'],0.0433,0.843,213333,0.286,6.81e-05,9,0.106,-8.241,1,0.0551,108.011,4,0.0498,0.9911,0.9911,0.0696,Aroused
59,Teach Me,['SiR'],0.00936,0.65,191667,0.657,0.0139,1,0.368,-3.397,0,0.0567,144.215,4,0.432,0.9136,0.9136,0.4503,Aroused
60,Count Me In (with Kiana Ledé),"['THEY.', 'Kiana Ledé']",0.362,0.643,194480,0.676,5.99e-06,5,0.125,-7.351,0,0.0441,130.028,4,0.409,0.9672,0.9672,0.4283,Aroused
61,235 (2:35 I Want You),['Ashanti'],0.363,0.607,231429,0.677,0.0,11,0.302,-5.858,0,0.175,139.974,4,0.211,0.9961,0.9961,0.2309,Aroused
62,On It,"['Jazmine Sullivan', 'Ari Lennox']",0.315,0.422,205000,0.377,0.0,1,0.107,-6.7,0,0.0376,128.441,3,0.227,0.9041,0.9041,0.2451,Aroused
63,Pretty Mouth Magick,['Mario'],0.242,0.773,176818,0.485,1.13e-06,5,0.195,-7.984,1,0.0697,145.823,4,0.372,0.9303,0.9303,0.3906,Aroused
64,Put In Work (with Chris Brown),"['Jacquees', 'Chris Brown']",0.0491,0.6,199897,0.678,0.0,10,0.138,-5.227,0,0.13,136.858,4,0.494,-0.9994,-0.9994,0.474,Aroused
65,gucci slides (feat. Smino),"['Ambré', 'Smino']",0.6,0.707,203318,0.425,2.95e-05,1,0.107,-9.512,1,0.0787,89.999,4,0.501,0.9546,0.9546,0.5201,Aroused
66,Home Vacation (FamilyOverEverything),"['Salaam Remi', 'Mack Wilds']",0.535,0.326,131364,0.267,2.97e-06,2,0.0952,-10.969,1,0.0327,62.513,4,0.0641,-0.5722,-0.5722,0.0527,Aroused
67,Banger,['11:11'],0.236,0.651,143377,0.654,0.00016,9,0.0863,-6.984,1,0.0353,77.003,4,0.581,0.9857,0.9857,0.6007,Aroused
68,Go There With You,['Victoria Monét'],0.0992,0.86,183731,0.42,0.000479,9,0.148,-8.559,0,0.0482,139.884,4,0.834,0.9517,0.9517,0.853,Aroused
69,ILM,['MAAD'],0.0924,0.811,236493,0.591,0.0127,5,0.137,-7.317,0,0.0388,140.057,4,0.726,0.9962,0.9962,0.7459,Aroused
70,Sleep With Me,"['Jacob Latimore', 'Jagged Edge']",0.652,0.34,253502,0.426,0.0,11,0.0891,-7.216,1,0.0319,111.528,4,0.349,0.9946,0.9946,0.3689,Aroused
71,Everybody Here Wants You,"['Kevin Ross', 'Canjelae']",0.281,0.534,224026,0.418,0.0,9,0.153,-10.065,0,0.0546,135.015,4,0.113,0.9886,0.9886,0.1328,Aroused
72,Twilight,"['Raheem DeVaughn', 'The Colleagues']",0.533,0.588,287627,0.429,0.0,4,0.17,-9.203,0,0.0388,112.499,3,0.25,0.9971,0.9971,0.2699,Aroused
73,Free Like Me,"['Marc E. Bassy', 'Cory Henry']",0.283,0.52,206227,0.576,1.1e-05,9,0.351,-5.779,1,0.193,142.492,1,0.282,0.9981,0.9981,0.302,Aroused
0,Branches,['Harbours & Oceans'],0.869,0.114,216542,0.221,0.868,10,0.298,-19.288,1,0.0366,179.802,4,0.106,1.0,1.0,0.126,Calm
1,Saman Aftur,['Elvar Arngrimsson'],0.954,0.337,178000,0.178,0.813,2,0.0853,-18.206,1,0.0311,89.935,3,0.0425,,,0.0425,Calm
2,Supposing,['Infinity Ripple'],0.938,0.371,187012,0.127,0.868,0,0.119,-15.525,1,0.0322,67.972,3,0.0991,1.0,1.0,0.1191,Calm
3,Illumination,['Dmitry Evgrafov'],0.988,0.324,152657,0.0345,0.964,2,0.0955,-25.031,1,0.0299,60.387,4,0.108,,,0.108,Calm
4,Rest,['Borghild Wenn'],0.993,0.334,142439,0.00376,0.902,1,0.104,-23.23,1,0.0365,91.418,1,0.15,,,0.15,Calm
5,When It Rains It Pours,['Jakob Ahlbom'],0.966,0.121,148105,0.0325,0.955,7,0.162,-26.875,1,0.0337,95.455,4,0.0796,,,0.0796,Calm
6,Linnesondagen gynnas icke,['Kiri Ra!'],0.966,0.268,190515,0.0731,0.53,7,0.1,-29.008,0,0.0482,127.328,4,0.0891,,,0.0891,Calm
7,Distant Glow,['Rannar Sillard'],0.913,0.199,131316,0.045,0.93,0,0.11,-22.016,1,0.0385,74.677,4,0.0513,,,0.0513,Calm
8,Sunrise,['HILMA'],0.981,0.273,176875,0.007,0.779,2,0.103,-29.955,1,0.0529,85.007,4,0.0666,0.9999,0.9999,0.0866,Calm
9,Revenons à nos moutons,['Dagmar Collier'],0.995,0.275,155000,0.00943,0.872,4,0.13,-31.218,0,0.0521,94.092,3,0.165,,,0.165,Calm
10,Nowhere,['Efrim'],0.98,0.35,222888,0.096,0.93,11,0.113,-20.721,1,0.0324,60.6,4,0.0715,-0.9917,-0.9917,0.0517,Calm
11,Aurelian,"['Anders Schill Paulsen', 'S.A. Karl']",0.941,0.25,148929,0.134,0.912,0,0.112,-14.095,1,0.0326,96.765,4,0.0975,,,0.0975,Calm
12,Thinking Back,['EON NOIRE'],0.995,0.402,183214,0.00261,0.956,7,0.116,-32.574,0,0.0467,148.234,4,0.207,1.0,1.0,0.227,Calm
13,Sostenuto,['Camilla Solheim'],0.977,0.119,129864,0.0735,0.934,0,0.0997,-23.969,1,0.0425,151.549,3,0.0959,,,0.0959,Calm
14,Sioux,['Olim'],0.995,0.699,126857,0.0418,0.93,0,0.0791,-26.124,0,0.0528,105.03,4,0.115,0.0,0.0,0.115,Calm
15,When We First Met,['Ricki Westberg'],0.994,0.383,112750,0.018,0.95,10,0.153,-28.209,1,0.0345,89.114,4,0.388,1.0,1.0,0.408,Calm
16,Presque l'amour,['Roland Toubin'],0.991,0.435,142719,0.031,0.954,8,0.0997,-25.814,1,0.0373,110.152,4,0.197,,,0.197,Calm
17,Dvale,['Jacob David'],0.964,0.306,179000,0.164,0.896,10,0.0973,-28.914,1,0.0468,119.859,4,0.0874,1.0,1.0,0.1074,Calm
18,The Orchard (I),['Christopher Dicker'],0.994,0.33,167414,0.0547,0.954,9,0.0835,-25.13,0,0.059,176.296,3,0.218,0.9997,0.9997,0.238,Calm
19,Older,['C.J. Wilkins'],0.996,0.32,165904,0.00892,0.919,8,0.11,-29.206,1,0.0532,91.366,4,0.338,0.9992,0.9992,0.358,Calm
20,Sunset Aglow,['Edgar De Vries'],0.995,0.396,162625,0.0181,0.931,8,0.0989,-31.202,1,0.0439,129.868,4,0.393,,,0.393,Calm
21,Daydream,['HILMA'],0.99,0.188,135375,0.0212,0.944,7,0.112,-30.198,0,0.0345,77.026,4,0.0878,1.0,1.0,0.1078,Calm
22,In questo momento,['Eliodoro Russo'],0.985,0.223,160000,0.0144,0.881,0,0.0989,-30.695,1,0.0408,88.991,3,0.0326,,,0.0326,Calm
23,I Wrote You A Song,['Chad Lawson'],0.962,0.347,183055,0.0183,0.933,3,0.104,-27.986,1,0.0428,71.763,3,0.0731,0.9999,0.9999,0.0931,Calm
24,A World Without Pain,['Daigo Hanada'],0.994,0.381,156000,0.00324,0.885,6,0.0746,-33.019,0,0.0351,101.624,4,0.0839,,,0.0839,Calm
25,I'll Be The One,['Comet Blue'],0.981,0.354,134250,0.0423,0.923,0,0.105,-27.243,1,0.0334,93.35,4,0.103,0.9983,0.9983,0.123,Calm
26,De seu,['Mirta da Silva'],0.995,0.322,155107,0.0343,0.95,8,0.106,-27.406,1,0.0444,178.422,4,0.312,-0.9579,-0.9579,0.2928,Calm
27,Sweet Redolence,['Cedric Armfeldt'],0.991,0.395,114400,0.0307,0.896,2,0.109,-31.07,1,0.0482,131.514,4,0.386,,,0.386,Calm
28,Looking Back,['JON'],0.992,0.341,170292,0.0573,0.899,1,0.121,-26.771,1,0.0412,112.874,4,0.36,0.6808,0.6808,0.3736,Calm
29,Filotimo,['Borghild Wenn'],0.993,0.295,133200,0.0285,0.931,11,0.117,-22.689,0,0.0423,202.81,4,0.219,,,0.219,Calm
30,Sonder,['Niall Byrne'],0.992,0.343,137793,0.00498,0.96,5,0.0876,-36.491,0,0.041,136.699,4,0.203,-0.9735,-0.9735,0.1835,Calm
31,After the Storm,['HILMA'],0.977,0.187,176250,0.0275,0.866,5,0.116,-27.442,0,0.0348,81.322,4,0.0894,-0.9969,-0.9969,0.0695,Calm
32,Aegean Fantaisie,['Jase Moran'],0.993,0.344,171123,0.0244,0.905,4,0.105,-24.601,1,0.0504,133.685,4,0.153,,,0.153,Calm
33,Softly Spoken,['Atticus Laines'],0.996,0.527,136692,0.00635,0.959,0,0.12,-31.134,1,0.0659,69.758,3,0.736,,,0.736,Calm
34,Mother,['Peter Cavallo'],0.993,0.529,166812,0.0012,0.888,7,0.106,-26.288,1,0.0946,96.494,4,0.137,1.0,1.0,0.157,Calm
35,Airborne,['Maria Novotna'],0.995,0.347,161644,0.0239,0.895,10,0.11,-29.286,1,0.0371,83.96,3,0.154,,,0.154,Calm
36,lei sogna di noi,['Zeppi'],0.989,0.335,120625,0.0522,0.942,8,0.103,-26.91,1,0.0333,110.403,4,0.184,0.5661,0.5661,0.1953,Calm
37,Megaclite,['Lionel Scardino'],0.992,0.221,146864,0.0755,0.924,0,0.11,-27.125,1,0.0366,158.791,4,0.273,,,0.273,Calm
38,"A mal tiempo, buena cara",['Claribel Ramón'],0.996,0.307,148825,0.0225,0.905,2,0.0979,-31.068,1,0.0572,170.392,4,0.234,-0.9853,-0.9853,0.2143,Calm
39,Whispered Winds,"['Jesse Brown', 'Rich Batsford']",0.99,0.488,148844,0.0773,0.943,2,0.108,-21.414,1,0.0594,79.586,4,0.249,0.9975,0.9975,0.269,Calm
40,Deliquescence,['Laura Olejnik'],0.996,0.393,166462,0.0462,0.859,7,0.0906,-25.187,1,0.0362,73.464,4,0.485,,,0.485,Calm
41,Mind Tranquility,['NREM'],0.987,0.0896,211765,0.0124,0.981,11,0.103,-42.314,1,0.0459,169.365,3,0.0694,0.9246,0.9246,0.0879,Calm
42,Ripples (Echoes),['Harbours & Oceans'],0.908,0.182,174400,0.0457,0.841,9,0.0716,-21.788,0,0.0452,108.549,4,0.136,1.0,1.0,0.156,Calm
43,Space Comfort,['JOMALU'],0.971,0.144,141229,0.0152,0.898,2,0.135,-40.371,0,0.0386,97.852,4,0.32,,,0.32,Calm
44,In This Way,['Jacob LaVallee'],0.99,0.439,189968,0.0944,0.933,4,0.0916,-17.814,0,0.0372,132.334,1,0.147,0.992,0.992,0.1668,Calm
45,Prelude In A-Flat,['Jackson Love'],0.996,0.274,160286,0.032,0.935,0,0.096,-28.993,0,0.0388,202.592,3,0.531,1.0,1.0,0.551,Calm
46,Clocks,['Luke Faulkner'],0.995,0.353,169750,0.075,0.886,10,0.117,-25.635,0,0.0379,120.308,3,0.317,1.0,1.0,0.337,Calm
47,Arkata (Munich Session),['Carlos Cipa'],0.984,0.314,242000,0.0252,0.88,1,0.125,-29.52,0,0.0389,95.683,4,0.0966,,,0.0966,Calm
48,Nord,['SUBLIMINIS'],0.993,0.246,142625,0.0438,0.912,4,0.117,-28.726,0,0.0334,56.077,4,0.114,0.7312,0.7312,0.1286,Calm
49,Onthou,['Ever So Blue'],0.996,0.307,128333,0.05,0.94,0,0.105,-27.964,1,0.0345,138.484,4,0.41,0.9992,0.9992,0.43,Calm
50,Here,['Leonardo Cupelli'],0.994,0.309,146300,0.0259,0.94,0,0.0897,-35.156,1,0.046,114.393,3,0.216,1.0,1.0,0.236,Calm
51,Cadeques,['Niall Byrne'],0.99,0.392,172322,0.01,0.326,3,0.0859,-31.828,0,0.0424,93.517,4,0.227,,,0.227,Calm
